Fecha;Aceites lubricantes;Asfalto;Bunker;Ceras;Combustible turbo jet;Diesel bajo azufre;Diesel ultra bajo azufre;Gas licuado de petróleo;Gasolina de aviación;Gasolina regular;Gasolina superior;Grasas lubricantes;Kerosina;"Mezclas
oleosas";Naftas;PetCoke;Petróleo crudo;Solventes;Butano;Diesel alto azufre;Orimulsión;Total
may/2021;24652.39;49044.75;124558.01;160.00;52492.11;1188222.54;12741.15;475018.36;935.05;707336.38;643076.84;237.83;9.43;516.70;54.68;208306.63;122958.00;11316.86;0.00;0.00;0.00;3621637.71
jun/2021;23178.27;29579.19;130750.30;0.00;56780.29;1128077.11;10188.84;475462.79;1118.33;692598.71;637332.81;319.61;66.04;217.00;525.04;221867.31;112843.00;4353.63;0.00;0.00;0.00;3525258.27
jul/2021;26087.78;28594.62;161178.68;0.00;59802.43;1197398.40;11250.16;500478.60;1116.71;740193.13;665472.94;272.62;-105.71;353.00;193.49;247257.05;89715.00;13270.25;0.00;0.00;0.00;3742529.15
ago/2021;22702.60;28571.40;108263.65;0.00;50494.29;1104625.93;10524.54;492629.81;1034.76;668221.54;636824.61;480.63;73.11;380.00;0.75;209382.44;118471.00;10196.20;0.00;0.00;0.00;3462877.26
sep/2021;24886.79;16940.81;119053.02;73.32;54470.85;1102655.34;10578.96;493058.47;1128.98;670418.80;605257.76;316.84;151.91;345.00;6.86;186654.68;91068.00;7911.30;0.00;0.00;0.00;3384977.69
oct/2021;22594.68;22006.99;111134.14;0.00;55352.31;1166983.39;10922.71;497279.70;374.12;718676.32;675821.54;294.75;-321.14;1350.00;0.13;481888.42;105591.55;7075.41;0.00;0.00;0.00;3877025.02
nov/2021;24166.33;23458.00;104401.79;0.00;61963.26;1223817.11;10724.39;480432.29;1419.33;708246.27;641916.40;329.07;114.64;0.00;25.16;301772.78;86090.12;14335.88;0.00;0.00;0.00;3683212.82
dic/2021;22777.04;29373.31;148010.70;0.00;70251.79;1380064.62;14349.94;531775.93;1310.74;821882.15;768102.83;174.21;161.85;0.00;1.74;330630.31;107199.79;12026.93;0.00;0.00;0.00;4238093.88
ene/2022;26398.49;26627.95;123738.00;0.00;61396.28;1281083.25;13681.79;513015.93;1521.19;683031.84;621512.78;5249.84;188.33;0.00;0.10;349200.82;97622.50;9395.75;0.00;0.00;0.00;3813664.84
feb/2022;28690.37;22671.15;113402.81;0.00;54437.25;1267195.10;8915.36;519921.04;947.72;661521.58;592106.14;3609.39;126.45;0.00;2.52;440976.25;119968.05;6436.35;0.00;0.00;0.00;3840927.53
mar/2022;29464.78;31004.35;154357.45;0.00;66914.62;1335367.84;10326.27;483657.43;1523.81;701819.65;598038.47;4287.51;141.38;1500.00;134.92;455044.70;128886.16;7693.95;0.00;0.00;0.00;4010163.29
abr/2022;25782.82;16827.45;133668.15;-11.79;69048.36;1288232.70;9065.57;493178.40;1390.31;812059.06;569199.43;7109.72;160.61;652.00;394.46;405287.72;104909.33;5358.26;0.00;0.00;0.00;3942312.56
may/2022;25853.21;21737.46;167050.20;-82.52;71003.32;1109576.77;8920.19;515616.02;1333.33;791824.98;483991.63;4737.69;426.14;728.29;166.74;409436.09;101345.62;9698.39;0.00;0.00;0.00;3723363.55
jun/2022;25887.94;19273.76;104641.21;14.47;68988.11;1102689.46;9445.02;513914.27;1338.21;781009.47;507260.42;4057.90;797.57;2105.56;0.50;362269.01;99404.50;7380.71;0.00;0.00;0.00;3610478.09
jul/2022;21393.25;27249.06;107271.87;15.71;70983.86;1125984.15;9177.23;513619.25;1142.86;788841.46;554496.90;7441.02;536.57;1519.74;153.09;432128.63;96843.79;7556.06;0.00;0.00;0.00;3766354.50
ago/2022;23208.91;33587.39;109190.19;-143.00;74443.19;1107348.96;9928.60;541273.94;1292.79;784468.32;581844.42;6487.42;211.02;1573.56;98.60;462195.76;115875.47;7619.59;0.00;0.00;0.00;3860505.13
sep/2022;22348.19;39127.46;135728.17;0.00;63518.27;1202883.03;10663.38;479529.68;1129.28;760396.15;570632.20;4177.49;88.55;2452.28;46.75;404922.34;100738.00;8249.40;0.00;0.00;0.00;3806630.62
oct/2022;25580.00;55160.16;131645.27;-94.29;54757.41;979243.31;8890.20;545823.45;1138.12;768784.36;573943.48;7409.45;241.35;1914.45;37.27;352332.22;123296.80;10662.76;0.00;0.00;0.00;3640765.77
nov/2022;25768.80;72337.43;139804.79;-439.19;67178.42;1165294.16;10785.62;528393.77;1112.59;771173.12;572163.23;5610.95;-3.33;1598.96;67.94;748589.98;137937.12;11728.21;0.00;0.00;0.00;4259102.57
dic/2022;25304.91;57533.95;135803.78;-286.43;94150.68;1241281.79;8940.56;556737.22;1320.96;865851.44;635953.46;3668.38;362.38;1786.75;60.41;283650.41;135988.00;6824.75;0.00;0.00;0.00;4054933.40
ene/2023;26561.43;77035.87;105294.71;-380.72;73581.22;1285932.51;9391.16;574148.00;1224.04;804524.73;599501.29;5654.81;540.21;2222.59;142.63;427535.42;112435.87;7647.92;0.00;0.00;0.00;4112993.69
feb/2023;25841.91;74416.24;116577.42;-287.62;66761.16;1226884.63;8398.95;497273.19;1134.43;737345.64;544144.00;510.40;935.55;1133.80;145.61;311098.09;100237.67;16166.19;0.00;0.00;0.00;3728717.26
mar/2023;31025.18;69630.40;194492.83;;83431.51;1463008.43;11462.71;588892.16;1514.78;875010.34;656941.64;481.54;-1882.43;2024.49;268.68;311475.22;112090.14;12781.27;0.00;0.00;0.00;4412648.89
abr/2023;23786.29;74654.67;157844.83;-841.64;80733.64;1247899.39;10553.37;513919.89;1390.03;798128.36;586642.20;415.69;-1568.78;940.32;108.23;322290.11;96434.73;13410.95;0.00;0.00;0.00;3926742.28
may/2023;27142.62;76296.87;221002.66;-797.34;73860.95;1346554.12;12201.45;561767.17;1790.83;866826.79;646221.20;526.03;-2825.20;1652.70;117.00;508981.62;114448.93;15367.18;0.00;0.00;0.00;4471135.58
jun/2023;20984.44;61945.89;278395.87;-141.21;83670.38;1159045.92;11006.74;532138.90;1757.38;782745.17;616290.21;251.49;-242.23;1479.62;244.37;477277.35;103883.51;13786.74;0.00;0.00;0.00;4144520.54
jul/2023;26154.75;51822.56;184922.99;-300.65;86543.50;1178454.37;10322.55;521833.56;1668.74;825219.05;642098.16;124.47;61.33;1742.72;289.82;463783.28;103263.65;18098.98;0.00;0.00;0.00;4116103.83
ago/2023;28448.14;36555.03;177433.27;-370.81;85858.76;1222453.19;11621.18;543825.64;1496.00;851754.02;632333.40;570.27;94.24;1289.49;322.29;578024.40;118906.90;21312.71;0.00;0.00;0.00;4311928.12
sep/2023;26664.59;30992.39;153538.96;0.00;78170.33;1103622.25;10333.31;517699.48;1309.79;799852.73;597670.26;418.09;58.97;1580.67;407.86;466772.04;98530.47;10044.27;0.00;0.00;0.00;3897666.46
oct/2023;17666.08;16064.27;140794.11;-231.53;61988.69;998113.39;9768.00;495261.14;1871.98;728741.16;531542.58;163.86;35.57;1538.41;48.39;320934.87;16701.00;16998.76;0.00;0.00;0.00;3358000.73
nov/2023;27621.73;20210.70;139849.79;0.00;87293.60;1248223.75;11149.45;530542.42;1142.86;807947.98;632180.03;239.31;362.38;1653.74;59.66;277411.44;96347.00;12303.72;0.00;0.00;0.00;3894539.56
dic/2023;24983.37;14626.67;177249.65;-572.63;96335.03;1334692.15;10583.80;541263.18;1511.90;880233.12;691389.62;146.53;113.22;1283.82;2.18;371910.12;80461.30;14748.21;0.00;0.00;0.00;4240961.24
ene/2024;28739.00;11541.39;155857.44;-425.40;101931.98;1359012.49;12753.66;548124.45;1428.57;830708.13;658083.66;497.12;58.93;2211.55;63.00;494201.60;91360.15;14764.28;0.00;0.00;0.00;4310912.00
feb/2024;26061.54;16710.19;116497.67;-374.79;90032.19;1340174.42;12428.51;526897.85;1140.33;818740.16;654059.60;-593.71;-405.69;2061.43;42.15;307639.83;80009.60;21105.25;0.00;0.00;0.00;4012226.53
mar/2024;25159.01;13146.14;243839.73;-124.51;92065.02;1393324.52;12378.90;523990.91;1510.75;870771.70;671997.05;646.23;94.17;1709.22;0.90;534218.36;87066.32;5069.30;0.00;0.00;0.00;4476863.72
abr/2024;30759.23;12942.60;169259.07;-408.66;84078.82;1428143.44;13960.16;531880.19;1495.49;847353.15;633520.57;539.51;23.45;2209.47;49.32;270494.00;76628.15;18204.87;0.00;0.00;0.00;4121132.83
may/2024;27925.45;10648.82;407622.36;-679.88;88754.57;1401052.37;11513.25;536754.38;1605.58;894533.14;692427.94;217.62;93.45;1934.08;239.14;522187.82;85210.78;14524.46;0.00;0.00;0.00;4696565.33
